Telugu,Tamil,Unnamed: 0
"కాల్ మద్దతు 0086-512-57710572 
","கால் ஆதரவு 0086-512-57710572 
",663.0
"ఫోన్: +8615265911853 
","தொலைபேசி: +8615265911853 
",664.0
"తదుపరి కోసం అదృష్టం! 
","நல்வரவு 
",665.0
"మిస్లాండోడ్ 3 PC లు 0.07mm C కర్ల్ 6D ప్రీ-ఫిన్డ్ వాల్యూమ్ వెంట్రుష్ 
","Misslamode 3 பிசிக்கள் 0.07mm C கர்ல் 6D முன்-வார்ன்ட் வால்யூம் லீலாஷ் 
",666.0
"ఇది చాలా సులభం మరియు సరళం! 
","இது மிகவும் சுலபமானது எளிமையானது. 
",667.0
"అందరూ వారి జీవితంలో కొన్ని Canva కోరుకుంటున్నారు! 
","எல்லோரும் தங்கள் வாழ்க்கையில் சில Canva விரும்புகிறார்! 
",668.0
"HBU గురించి మరింత చదవండి మరియు మేము ఏమి కనిపించడం. 
","HBU பற்றி மேலும் படிக்க மற்றும் நாம் என்ன தெரிகிறது. 
",669.0
"ఏదైనా ఆలోచనలు? ధన్యవాదాలు! 
","ஏதாவது யோசனை? நன்றி! 
",670.0
"ఫోన్: +8613791863815 
","தொலைபேசி: +8613791863815 
",671.0
"ఎంతసేపు మీరు ఆ సమస్య ఉందా? 
","உங்களுக்கு எவ்வளவு காலம் அந்த பிரச்சினை? 
",672.0
"వాయువేగంతో ఓవర్లాకింగ్, 
","வலது பாதையில் திட-வாக், 
",673.0
"ఫోన్: + 86-769-22717017 
","தொலைபேசி: + 86-769-22717017 
",674.0
"అది ప్రేమ! <3 
","அது அன்பு! <3 
",675.0
"మీ షాపింగ్ కార్ట్ లో అంశాలు కలిగి !! 
","நீங்கள் உங்கள் வண்டியில் விடயமும் இல்லை !! 
",676.0
"సహాయం దయచేసి…. 
","உதவி செய்யவும்…. 
",677.0
"ప్రశ్నలు ఉన్నాయా? 
","கேள்விகள் உள்ளனவா? 
",678.0
"టెల్: + 86-0574-86811106 / 
","தொலைபேசி: + 86-0574-86811106 / 
",679.0
"furtlino చెప్పారు: 
","furtlino என்கிறார்: 
",680.0
"ఏదైనా ప్రశ్నలు ఒక వ్యాఖ్యను దయచేసి. 
","எந்த கேள்விகளுக்கும் ஒரு விடுங்கள். 
",681.0
"మీరు ఏవైనా ప్రశ్నలు సంప్రదించండి అవసరం ఉంటే, 
","நீங்கள் ஏதேனும் கேள்விகள் கலந்தாலோசிக்க வேண்டும் இருந்தால், 
",682.0
"ఫోన్: 86-769-3885-5366-109 
","தொலைபேசி: 86-769-3885-5366-109 
",683.0
"A5: అవును. 
","ஏ 5: ஆமாம். 
",684.0
"ఈ వంటి మరిన్ని విషయాలను పొందండి 
","மேலும் இது போன்றவை பொருட்களைப் பெறலாம் 
",685.0
"చాలా, మీరు అవుతుంది. 
","கூட, நீ. 
",686.0
"ఎక్కడికి వెళ్ళదలుచుకున్నావు? 
","நீங்கள் எங்கே போக வேண்டும்? 
",687.0
"ఫోన్: +8618168868758 
","தொலைபேசி: +8618168868758 
",688.0
"గురించి 0.9.4? 
","என்ன பற்றி 0.9.4? 
",689.0
"దయచేసి మెరుగుపరచడానికి మాకు సహాయం చేయండి! 
","மேம்படுத்த உதவவும்! 
",690.0
"చాలా ధన్యవాదాలు! నేను ఆ పరీక్షించడానికి చేస్తాము. 
","மிக்க நன்றி! நான் அந்த சோதிக்க வேண்டும். 
",691.0
"ఇప్పుడు మాకు కాల్: 86-574-63042938 
","இப்போது எங்களுக்கு அழைப்பு: 86-574-63042938 
",692.0
"మేము 2018 లో పూర్తి చేశారు: 
","நாம் 2018 இல் முடிந்த: 
",693.0
"టెల్: 0755-8945 4989 
","தொலைபேசி: 0755-8945 4989 
",694.0
"మిస్లేలొడ్ 5 PC లు 0.15mm D కర్ల్ ఫ్లాట్ వెంట్రుష్ ఎక్స్టెన్షన్ 
","மிஸ்லாடோட் 5 பிசிக்கள் 0.15 மிமீ டி கர்ல் ஃப்ளாட் கண்ணிஷ் நீட்டிப்பு 
",695.0
"ఫోన్: 0086-13706602243 
","தொலைபேசி: 0086-13706602243 
",696.0
"మీరు ఇక్కడ ఉన్నారు: హోం / హోం 
","நீங்கள் இங்கே இருக்கிறீர்கள்: முகப்பு / முகப்பு 
",697.0
"ఫోన్: 86-17151658071 
","தொலைபேசி: 86-17151658071 
",698.0
"మీరు నేను తెలియదు ఈ కోసం కొన్ని పరిష్కారం కలిగి ఉండవచ్చు. 
","நீங்கள் எனக்கு தெரியாது என்பது இதற்கான சில தீர்வு வேண்டும். 
",699.0
"ఇది ఎలా పని చేస్తుంది 
","இது எப்படி வேலை செய்கிறது 
",700.0
"© 2018 అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది, సర్వస్వామ్య రక్షితం. 
","© 2018 அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை. 
",701.0
"నేను ఈ రోజు మీతో ఉత్తమ రోజును కలిగి ఉన్నాను 
","இன்று உன்னுடைய சிறந்த நாள் எனக்கு இருந்தது 
",702.0
"ఇక్కడ కథ జరుగుతుంది: 
","இங்கே கதை செல்கிறது: 
",703.0
"మీ సహాయాన్ని మేము మంచి అవుతుంది. 
","நாங்கள் உங்கள் உதவியுடன் சிறந்த போவோம். 
",704.0
"2 ~ 5 సంవత్సరాల 
","2 ~ 5 ஆண்டுகள் 
",705.0
"100 ఉద్యోగులు పనిచేస్తున్నారు. 
","100 ஊழியர்கள் பணியில் உள்ளனர். 
",706.0
"ఫోన్: + 86-757-23335676 
","தொலைபேசி: + 86-757-23335676 
",707.0
"వెయ్యి శాతం? !!!!!? వావ్, అది తదుపరి థింగ్ కమింగ్ OUR WAY 'ఉండాలి; -!] 
","வழங்குநர்கள் சதவீதமா? !!!!!? வாவ், ஐ.டி comin எங்கள் வழி 'அடுத்த விஷயம் இருக்க வேண்டும்; -!] 
",708.0
"కూడా చదవండి: ఒక B, GP, SVD, Ex 
","மேலும் வாசிக்க: ஒரு பி, ஜி.பி., SVD, முன்னாள் 
",709.0
"మేము మీ నుండి వినడానికి ఇష్టపడతాము 
","உங்களிடமிருந்து நாங்கள் கேட்க விரும்புகிறோம் 
",710.0
"కాల్ మద్దతు 0086-10-52870158 
","கால் ஆதரவு 0086-10-52870158 
",711.0
"9 మే, 2013 
","9 மே, 2013 
",712.0
