Tamil Tokens,Telugu Tokens,Tamil Bigrams,Telugu Bigrams,Telugu POS Tags,Telugu NER,Tamil Token Frequency,Telugu Token Frequency,Cosine Similarity
"['நீங்கள்', 'என்னுடன்', 'இருக்கிறீர்களா']","['మీరు', 'నాతో', 'ఉన్నారా']","{('நீங்கள்', 'என்னுடன்'): 0.5, ('என்னுடன்', 'இருக்கிறீர்களா'): 0.5}","{('మీరు', 'నాతో'): 0.5, ('నాతో', 'ఉన్నారా'): 0.5}","[('మీరు', 'OTHER'), ('నాతో', 'OTHER'), ('ఉన్నారా', 'OTHER')]","[('మీరు', 'O'), ('నాతో', 'O'), ('ఉన్నారా', 'O')]","{'நீங்கள்': 1, 'என்னுடன்': 1, 'இருக்கிறீர்களா': 1}","{'మీరు': 1, 'నాతో': 1, 'ఉన్నారా': 1}",0.0
"['டிக்கெட்', 'தொடக்கம்']","['టికెట్లు', 'వద్ద', 'ప్రారంభించండి']","{('டிக்கெட்', 'தொடக்கம்'): 1.0}","{('టికెట్లు', 'వద్ద'): 0.5, ('వద్ద', 'ప్రారంభించండి'): 0.5}","[('టికెట్లు', 'OTHER'), ('వద్ద', 'OTHER'), ('ప్రారంభించండి', 'OTHER')]","[('టికెట్లు', 'O'), ('వద్ద', 'O'), ('ప్రారంభించండి', 'O')]","{'டிக்கெட்': 1, 'தொடக்கம்': 1}","{'టికెట్లు': 1, 'వద్ద': 1, 'ప్రారంభించండి': 1}",0.0
"['நீங்கள்', 'தொடங்க', 'வேண்டிய', 'அனைத்தும்']","['మీరు', 'ప్రారంభించడానికి', 'అవసరమైన', 'ప్రతిదీ']","{('நீங்கள்', 'தொடங்க'): 0.3333333333333333, ('தொடங்க', 'வேண்டிய'): 0.3333333333333333, ('வேண்டிய', 'அனைத்தும்'): 0.3333333333333333}","{('మీరు', 'ప్రారంభించడానికి'): 0.3333333333333333, ('ప్రారంభించడానికి', 'అవసరమైన'): 0.3333333333333333, ('అవసరమైన', 'ప్రతిదీ'): 0.3333333333333333}","[('మీరు', 'OTHER'), ('ప్రారంభించడానికి', 'OTHER'), ('అవసరమైన', 'OTHER'), ('ప్రతిదీ', 'OTHER')]","[('మీరు', 'O'), ('ప్రారంభించడానికి', 'O'), ('అవసరమైన', 'O'), ('ప్రతిదీ', 'O')]","{'நீங்கள்': 1, 'தொடங்க': 1, 'வேண்டிய': 1, 'அனைத்தும்': 1}","{'మీరు': 1, 'ప్రారంభించడానికి': 1, 'అవసరమైన': 1, 'ప్రతిదీ': 1}",0.0
"['அடுத்து', 'பக்கம்']","['తర్వాత', 'పేజీ']","{('அடுத்து', 'பக்கம்'): 1.0}","{('తర్వాత', 'పేజీ'): 1.0}","[('తర్వాత', 'OTHER'), ('పేజీ', 'OTHER')]","[('తర్వాత', 'O'), ('పేజీ', 'O')]","{'அடுத்து': 1, 'பக்கம்': 1}","{'తర్వాత': 1, 'పేజీ': 1}",0.0
"['©', 'அனைத்து', 'உரிமைகளும்', 'பாதுகாக்கப்பட்டவை']","['©', 'అన్ని', 'హక్కులూ', 'ప్రత్యేకించుకోవడమైనది', 'సర్వస్వామ్య', 'రక్షితం']","{('©', 'அனைத்து'): 0.3333333333333333, ('அனைத்து', 'உரிமைகளும்'): 0.3333333333333333, ('உரிமைகளும்', 'பாதுகாக்கப்பட்டவை'): 0.3333333333333333}","{('©', 'అన్ని'): 0.2, ('అన్ని', 'హక్కులూ'): 0.2, ('హక్కులూ', 'ప్రత్యేకించుకోవడమైనది'): 0.2, ('ప్రత్యేకించుకోవడమైనది', 'సర్వస్వామ్య'): 0.2, ('సర్వస్వామ్య', 'రక్షితం'): 0.2}","[('©', 'OTHER'), ('అన్ని', 'OTHER'), ('హక్కులూ', 'OTHER'), ('ప్రత్యేకించుకోవడమైనది', 'OTHER'), ('సర్వస్వామ్య', 'OTHER'), ('రక్షితం', 'OTHER')]","[('©', 'O'), ('అన్ని', 'O'), ('హక్కులూ', 'O'), ('ప్రత్యేకించుకోవడమైనది', 'O'), ('సర్వస్వామ్య', 'O'), ('రక్షితం', 'O')]","{'©': 1, 'அனைத்து': 1, 'உரிமைகளும்': 1, 'பாதுகாக்கப்பட்டவை': 1}","{'©': 1, 'అన్ని': 1, 'హక్కులూ': 1, 'ప్రత్యేకించుకోవడమైనది': 1, 'సర్వస్వామ్య': 1, 'రక్షితం': 1}",0.20412414523193154
['தொலைபேசி'],['ఫోన్'],{},{},"[('ఫోన్', 'OTHER')]","[('ఫోన్', 'O')]",{'தொலைபேசி': 1},{'ఫోన్': 1},0.0
"['அனைவருக்கும்', 'நல்ல', 'அதிர்ஷ்டம்']","['అందరికీ', 'అదృష్టం']","{('அனைவருக்கும்', 'நல்ல'): 0.5, ('நல்ல', 'அதிர்ஷ்டம்'): 0.5}","{('అందరికీ', 'అదృష్టం'): 1.0}","[('అందరికీ', 'OTHER'), ('అదృష్టం', 'OTHER')]","[('అందరికీ', 'O'), ('అదృష్టం', 'O')]","{'அனைவருக்கும்': 1, 'நல்ல': 1, 'அதிர்ஷ்டம்': 1}","{'అందరికీ': 1, 'అదృష్టం': 1}",0.0
"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","{('இப்போது', 'எங்களுக்கு'): 0.5, ('எங்களுக்கு', 'அழைப்பு'): 0.5}","{('ఇప్పుడు', 'మాకు'): 0.5, ('మాకు', 'కాల్'): 0.5}","[('ఇప్పుడు', 'OTHER'), ('మాకు', 'OTHER'), ('కాల్', 'OTHER')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]","{'இப்போது': 1, 'எங்களுக்கு': 1, 'அழைப்பு': 1}","{'ఇప్పుడు': 1, 'మాకు': 1, 'కాల్': 1}",0.0
"['பதிப்புரிமை', 'உள்ளடக்கப்பட்டுள்ளன', 'வீட்டு', 'வசதி', 'நிதி', 'லிமிடெட்', 'அனைத்து', 'உரிமைகளும்', 'பாதுகாக்கப்பட்டவை']","['కాపీరైట్', 'హౌసింగ్', 'ఫైనాన్స్', 'లిమిటెడ్', 'అన్ని', 'హక్కులూ', 'ప్రత్యేకించబడినవి']","{('பதிப்புரிமை', 'உள்ளடக்கப்பட்டுள்ளன'): 0.125, ('உள்ளடக்கப்பட்டுள்ளன', 'வீட்டு'): 0.125, ('வீட்டு', 'வசதி'): 0.125, ('வசதி', 'நிதி'): 0.125, ('நிதி', 'லிமிடெட்'): 0.125, ('லிமிடெட்', 'அனைத்து'): 0.125, ('அனைத்து', 'உரிமைகளும்'): 0.125, ('உரிமைகளும்', 'பாதுகாக்கப்பட்டவை'): 0.125}","{('కాపీరైట్', 'హౌసింగ్'): 0.16666666666666666, ('హౌసింగ్', 'ఫైనాన్స్'): 0.16666666666666666, ('ఫైనాన్స్', 'లిమిటెడ్'): 0.16666666666666666, ('లిమిటెడ్', 'అన్ని'): 0.16666666666666666, ('అన్ని', 'హక్కులూ'): 0.16666666666666666, ('హక్కులూ', 'ప్రత్యేకించబడినవి'): 0.16666666666666666}","[('కాపీరైట్', 'OTHER'), ('హౌసింగ్', 'OTHER'), ('ఫైనాన్స్', 'OTHER'), ('లిమిటెడ్', 'OTHER'), ('అన్ని', 'OTHER'), ('హక్కులూ', 'OTHER'), ('ప్రత్యేకించబడినవి', 'OTHER')]","[('కాపీరైట్', 'O'), ('హౌసింగ్', 'O'), ('ఫైనాన్స్', 'O'), ('లిమిటెడ్', 'O'), ('అన్ని', 'O'), ('హక్కులూ', 'O'), ('ప్రత్యేకించబడినవి', 'O')]","{'பதிப்புரிமை': 1, 'உள்ளடக்கப்பட்டுள்ளன': 1, 'வீட்டு': 1, 'வசதி': 1, 'நிதி': 1, 'லிமிடெட்': 1, 'அனைத்து': 1, 'உரிமைகளும்': 1, 'பாதுகாக்கப்பட்டவை': 1}","{'కాపీరైట్': 1, 'హౌసింగ్': 1, 'ఫైనాన్స్': 1, 'లిమిటెడ్': 1, 'అన్ని': 1, 'హక్కులూ': 1, 'ప్రత్యేకించబడినవి': 1}",0.0
"['இந்த', 'நிச்சயமாக', 'நான்', 'அதை', 'விரும்பவில்லை', 'வழி', 'அல்ல', 'ஆனால்', 'இப்போது', 'அது', 'இருக்க', 'வேண்டும்']","['ఈ', 'ఖచ్చితంగా', 'నేను', 'కోరుకున్న', 'విధంగా', 'కాదు', 'కానీ', 'ఇప్పుడు', 'కోసం', 'అది', 'ఉండాలి']","{('இந்த', 'நிச்சயமாக'): 0.09090909090909091, ('நிச்சயமாக', 'நான்'): 0.09090909090909091, ('நான்', 'அதை'): 0.09090909090909091, ('அதை', 'விரும்பவில்லை'): 0.09090909090909091, ('விரும்பவில்லை', 'வழி'): 0.09090909090909091, ('வழி', 'அல்ல'): 0.09090909090909091, ('அல்ல', 'ஆனால்'): 0.09090909090909091, ('ஆனால்', 'இப்போது'): 0.09090909090909091, ('இப்போது', 'அது'): 0.09090909090909091, ('அது', 'இருக்க'): 0.09090909090909091, ('இருக்க', 'வேண்டும்'): 0.09090909090909091}","{('ఈ', 'ఖచ్చితంగా'): 0.1, ('ఖచ్చితంగా', 'నేను'): 0.1, ('నేను', 'కోరుకున్న'): 0.1, ('కోరుకున్న', 'విధంగా'): 0.1, ('విధంగా', 'కాదు'): 0.1, ('కాదు', 'కానీ'): 0.1, ('కానీ', 'ఇప్పుడు'): 0.1, ('ఇప్పుడు', 'కోసం'): 0.1, ('కోసం', 'అది'): 0.1, ('అది', 'ఉండాలి'): 0.1}","[('ఈ', 'OTHER'), ('ఖచ్చితంగా', 'OTHER'), ('నేను', 'OTHER'), ('కోరుకున్న', 'OTHER'), ('విధంగా', 'OTHER'), ('కాదు', 'OTHER'), ('కానీ', 'OTHER'), ('ఇప్పుడు', 'OTHER'), ('కోసం', 'OTHER'), ('అది', 'OTHER'), ('ఉండాలి', 'OTHER')]","[('ఈ', 'O'), ('ఖచ్చితంగా', 'O'), ('నేను', 'O'), ('కోరుకున్న', 'O'), ('విధంగా', 'O'), ('కాదు', 'O'), ('కానీ', 'O'), ('ఇప్పుడు', 'O'), ('కోసం', 'O'), ('అది', 'O'), ('ఉండాలి', 'O')]","{'இந்த': 1, 'நிச்சயமாக': 1, 'நான்': 1, 'அதை': 1, 'விரும்பவில்லை': 1, 'வழி': 1, 'அல்ல': 1, 'ஆனால்': 1, 'இப்போது': 1, 'அது': 1, 'இருக்க': 1, 'வேண்டும்': 1}","{'ఈ': 1, 'ఖచ్చితంగా': 1, 'నేను': 1, 'కోరుకున్న': 1, 'విధంగా': 1, 'కాదు': 1, 'కానీ': 1, 'ఇప్పుడు': 1, 'కోసం': 1, 'అది': 1, 'ఉండాలి': 1}",0.0
['மே'],['ఫిబ్రవరి'],{},{},"[('ఫిబ్రవరి', 'OTHER')]","[('ఫిబ్రవరి', 'O')]",{'மே': 1},{'ఫిబ్రవరి': 1},0.0
"['எனக்கு', 'வயது']","['నేను', 'సంవత్సరాల', 'వయస్సు', 'కలిగి', 'ఉన్నానని']","{('எனக்கு', 'வயது'): 1.0}","{('నేను', 'సంవత్సరాల'): 0.25, ('సంవత్సరాల', 'వయస్సు'): 0.25, ('వయస్సు', 'కలిగి'): 0.25, ('కలిగి', 'ఉన్నానని'): 0.25}","[('నేను', 'OTHER'), ('సంవత్సరాల', 'OTHER'), ('వయస్సు', 'OTHER'), ('కలిగి', 'OTHER'), ('ఉన్నానని', 'OTHER')]","[('నేను', 'O'), ('సంవత్సరాల', 'O'), ('వయస్సు', 'O'), ('కలిగి', 'O'), ('ఉన్నానని', 'O')]","{'எனக்கு': 1, 'வயது': 1}","{'నేను': 1, 'సంవత్సరాల': 1, 'వయస్సు': 1, 'కలిగి': 1, 'ఉన్నానని': 1}",0.0
"['கடைசி', 'மாற்றம்', 'செய்யப்பட்டது']","['చివరి', 'మార్పు', 'చేసినది']","{('கடைசி', 'மாற்றம்'): 0.5, ('மாற்றம்', 'செய்யப்பட்டது'): 0.5}","{('చివరి', 'మార్పు'): 0.5, ('మార్పు', 'చేసినది'): 0.5}","[('చివరి', 'OTHER'), ('మార్పు', 'OTHER'), ('చేసినది', 'OTHER')]","[('చివరి', 'O'), ('మార్పు', 'O'), ('చేసినది', 'O')]","{'கடைசி': 1, 'மாற்றம்': 1, 'செய்யப்பட்டது': 1}","{'చివరి': 1, 'మార్పు': 1, 'చేసినది': 1}",0.0
"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","{('இப்போது', 'எங்களுக்கு'): 0.5, ('எங்களுக்கு', 'அழைப்பு'): 0.5}","{('ఇప్పుడు', 'మాకు'): 0.5, ('మాకు', 'కాల్'): 0.5}","[('ఇప్పుడు', 'OTHER'), ('మాకు', 'OTHER'), ('కాల్', 'OTHER')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]","{'இப்போது': 1, 'எங்களுக்கு': 1, 'அழைப்பு': 1}","{'ఇప్పుడు': 1, 'మాకు': 1, 'కాల్': 1}",0.0
['மே'],['మే'],{},{},"[('మే', 'OTHER')]","[('మే', 'O')]",{'மே': 1},{'మే': 1},0.0
"['இங்கே', 'பச்சை', 'குத்தல்கள்']","['ఇక్కడ', 'టాటూలను', 'శోధించండి']","{('இங்கே', 'பச்சை'): 0.5, ('பச்சை', 'குத்தல்கள்'): 0.5}","{('ఇక్కడ', 'టాటూలను'): 0.5, ('టాటూలను', 'శోధించండి'): 0.5}","[('ఇక్కడ', 'OTHER'), ('టాటూలను', 'OTHER'), ('శోధించండి', 'OTHER')]","[('ఇక్కడ', 'O'), ('టాటూలను', 'O'), ('శోధించండి', 'O')]","{'இங்கே': 1, 'பச்சை': 1, 'குத்தல்கள்': 1}","{'ఇక్కడ': 1, 'టాటూలను': 1, 'శోధించండి': 1}",0.0
