Telugu,Tamil,Tamil_tokens,Telugu_tokens,Tamil_POS,Telugu_POS,Tamil_NER,Telugu_NER
అందరికీ అదృష్టం,அனைவருக்கும் நல்ல அதிர்ஷ்டம்,"['அனைவருக்கும்', 'நல்ல', 'அதிர்ஷ்டம்']","['అందరికీ', 'అదృష్టం']","[('அனைவருக்கும்', 'NOUN'), ('நல்ல', 'NOUN'), ('அதிர்ஷ்டம்', 'NOUN')]","[('అందరికీ', 'NOUN'), ('అదృష్టం', 'VERB')]","[('அனைவருக்கும்', 'O'), ('நல்ல', 'O'), ('அதிர்ஷ்டம்', 'O')]","[('అందరికీ', 'O'), ('అదృష్టం', 'O')]"
ఇప్పుడు మాకు కాల్,இப்போது எங்களுக்கு அழைப்பு,"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","[('இப்போது', 'NOUN'), ('எங்களுக்கு', 'NOUN'), ('அழைப்பு', 'NOUN')]","[('ఇప్పుడు', 'NOUN'), ('మాకు', 'NOUN'), ('కాల్', 'NOUN')]","[('இப்போது', 'O'), ('எங்களுக்கு', 'O'), ('அழைப்பு', 'O')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]"
కాపీరైట్   హౌసింగ్ ఫైనాన్స్ లిమిటెడ్  అన్ని హక్కులూ ప్రత్యేకించబడినవి,பதிப்புரிமை  உள்ளடக்கப்பட்டுள்ளன வீட்டு வசதி நிதி லிமிடெட்  அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,"['பதிப்புரிமை', 'உள்ளடக்கப்பட்டுள்ளன', 'வீட்டு', 'வசதி', 'நிதி', 'லிமிடெட்', 'அனைத்து', 'உரிமைகளும்', 'பாதுகாக்கப்பட்டவை']","['కాపీరైట్', 'హౌసింగ్', 'ఫైనాన్స్', 'లిమిటెడ్', 'అన్ని', 'హక్కులూ', 'ప్రత్యేకించబడినవి']","[('பதிப்புரிமை', 'NOUN'), ('உள்ளடக்கப்பட்டுள்ளன', 'NOUN'), ('வீட்டு', 'NOUN'), ('வசதி', 'NOUN'), ('நிதி', 'NOUN'), ('லிமிடெட்', 'NOUN'), ('அனைத்து', 'NOUN'), ('உரிமைகளும்', 'NOUN'), ('பாதுகாக்கப்பட்டவை', 'NOUN')]","[('కాపీరైట్', 'NOUN'), ('హౌసింగ్', 'NOUN'), ('ఫైనాన్స్', 'NOUN'), ('లిమిటెడ్', 'NOUN'), ('అన్ని', 'NOUN'), ('హక్కులూ', 'NOUN'), ('ప్రత్యేకించబడినవి', 'NOUN')]","[('பதிப்புரிமை', 'O'), ('உள்ளடக்கப்பட்டுள்ளன', 'O'), ('வீட்டு', 'O'), ('வசதி', 'O'), ('நிதி', 'O'), ('லிமிடெட்', 'O'), ('அனைத்து', 'O'), ('உரிமைகளும்', 'O'), ('பாதுகாக்கப்பட்டவை', 'O')]","[('కాపీరైట్', 'O'), ('హౌసింగ్', 'O'), ('ఫైనాన్స్', 'O'), ('లిమిటెడ్', 'O'), ('అన్ని', 'O'), ('హక్కులూ', 'O'), ('ప్రత్యేకించబడినవి', 'O')]"
ఈ ఖచ్చితంగా నేను కోరుకున్న విధంగా కాదు కానీ ఇప్పుడు కోసం అది ఉండాలి,இந்த நிச்சயமாக நான் அதை விரும்பவில்லை வழி அல்ல ஆனால் இப்போது அது இருக்க வேண்டும்,"['இந்த', 'நிச்சயமாக', 'நான்', 'அதை', 'விரும்பவில்லை', 'வழி', 'அல்ல', 'ஆனால்', 'இப்போது', 'அது', 'இருக்க', 'வேண்டும்']","['ఈ', 'ఖచ్చితంగా', 'నేను', 'కోరుకున్న', 'విధంగా', 'కాదు', 'కానీ', 'ఇప్పుడు', 'కోసం', 'అది', 'ఉండాలి']","[('இந்த', 'NOUN'), ('நிச்சயமாக', 'NOUN'), ('நான்', 'NOUN'), ('அதை', 'NOUN'), ('விரும்பவில்லை', 'NOUN'), ('வழி', 'NOUN'), ('அல்ல', 'NOUN'), ('ஆனால்', 'POSTP'), ('இப்போது', 'NOUN'), ('அது', 'NOUN'), ('இருக்க', 'NOUN'), ('வேண்டும்', 'NOUN')]","[('ఈ', 'NOUN'), ('ఖచ్చితంగా', 'NOUN'), ('నేను', 'NOUN'), ('కోరుకున్న', 'NOUN'), ('విధంగా', 'NOUN'), ('కాదు', 'NOUN'), ('కానీ', 'NOUN'), ('ఇప్పుడు', 'NOUN'), ('కోసం', 'VERB'), ('అది', 'NOUN'), ('ఉండాలి', 'NOUN')]","[('இந்த', 'O'), ('நிச்சயமாக', 'O'), ('நான்', 'O'), ('அதை', 'O'), ('விரும்பவில்லை', 'O'), ('வழி', 'O'), ('அல்ல', 'O'), ('ஆனால்', 'O'), ('இப்போது', 'O'), ('அது', 'O'), ('இருக்க', 'O'), ('வேண்டும்', 'O')]","[('ఈ', 'O'), ('ఖచ్చితంగా', 'O'), ('నేను', 'O'), ('కోరుకున్న', 'O'), ('విధంగా', 'O'), ('కాదు', 'O'), ('కానీ', 'O'), ('ఇప్పుడు', 'O'), ('కోసం', 'O'), ('అది', 'O'), ('ఉండాలి', 'O')]"
ఫిబ్రవరి,மே,['மே'],['ఫిబ్రవరి'],"[('மே', 'NOUN')]","[('ఫిబ్రవరి', 'NOUN')]","[('மே', 'O')]","[('ఫిబ్రవరి', 'O')]"
నేను  సంవత్సరాల వయస్సు కలిగి ఉన్నానని,எனக்கு  வயது,"['எனக்கு', 'வயது']","['నేను', 'సంవత్సరాల', 'వయస్సు', 'కలిగి', 'ఉన్నానని']","[('எனக்கு', 'NOUN'), ('வயது', 'NOUN')]","[('నేను', 'NOUN'), ('సంవత్సరాల', 'NOUN'), ('వయస్సు', 'NOUN'), ('కలిగి', 'NOUN'), ('ఉన్నానని', 'NOUN')]","[('எனக்கு', 'O'), ('வயது', 'O')]","[('నేను', 'O'), ('సంవత్సరాల', 'O'), ('వయస్సు', 'O'), ('కలిగి', 'O'), ('ఉన్నానని', 'O')]"
చివరి మార్పు చేసినది,கடைசி மாற்றம் செய்யப்பட்டது,"['கடைசி', 'மாற்றம்', 'செய்யப்பட்டது']","['చివరి', 'మార్పు', 'చేసినది']","[('கடைசி', 'NOUN'), ('மாற்றம்', 'NOUN'), ('செய்யப்பட்டது', 'NOUN')]","[('చివరి', 'NOUN'), ('మార్పు', 'NOUN'), ('చేసినది', 'NOUN')]","[('கடைசி', 'O'), ('மாற்றம்', 'O'), ('செய்யப்பட்டது', 'O')]","[('చివరి', 'O'), ('మార్పు', 'O'), ('చేసినది', 'O')]"
ఇప్పుడు మాకు కాల్,இப்போது எங்களுக்கு அழைப்பு,"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","[('இப்போது', 'NOUN'), ('எங்களுக்கு', 'NOUN'), ('அழைப்பு', 'NOUN')]","[('ఇప్పుడు', 'NOUN'), ('మాకు', 'NOUN'), ('కాల్', 'NOUN')]","[('இப்போது', 'O'), ('எங்களுக்கு', 'O'), ('அழைப்பு', 'O')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]"
మే,மே,['மே'],['మే'],"[('மே', 'NOUN')]","[('మే', 'NOUN')]","[('மே', 'O')]","[('మే', 'O')]"
ఇక్కడ టాటూలను శోధించండి,இங்கே பச்சை குத்தல்கள்,"['இங்கே', 'பச்சை', 'குத்தல்கள்']","['ఇక్కడ', 'టాటూలను', 'శోధించండి']","[('இங்கே', 'NOUN'), ('பச்சை', 'NOUN'), ('குத்தல்கள்', 'NOUN')]","[('ఇక్కడ', 'NOUN'), ('టాటూలను', 'NOUN'), ('శోధించండి', 'NOUN')]","[('இங்கே', 'O'), ('பச்சை', 'O'), ('குத்தல்கள்', 'O')]","[('ఇక్కడ', 'O'), ('టాటూలను', 'O'), ('శోధించండి', 'O')]"
మరింత సమాచారం కోసం దయచేసి తనిఖీ చేయండి,மேலும் தகவலுக்கு தயவுசெய்து சரிபார்க்கவும்,"['மேலும்', 'தகவலுக்கு', 'தயவுசெய்து', 'சரிபார்க்கவும்']","['మరింత', 'సమాచారం', 'కోసం', 'దయచేసి', 'తనిఖీ', 'చేయండి']","[('மேலும்', 'NOUN'), ('தகவலுக்கு', 'NOUN'), ('தயவுசெய்து', 'NOUN'), ('சரிபார்க்கவும்', 'NOUN')]","[('మరింత', 'NOUN'), ('సమాచారం', 'VERB'), ('కోసం', 'VERB'), ('దయచేసి', 'NOUN'), ('తనిఖీ', 'NOUN'), ('చేయండి', 'NOUN')]","[('மேலும்', 'O'), ('தகவலுக்கு', 'O'), ('தயவுசெய்து', 'O'), ('சரிபார்க்கவும்', 'O')]","[('మరింత', 'O'), ('సమాచారం', 'O'), ('కోసం', 'O'), ('దయచేసి', 'O'), ('తనిఖీ', 'O'), ('చేయండి', 'O')]"
పేజీ  యొక్క తదుపరి చివరి,பக்கம்  என்ற அடுத்த கடந்த,"['பக்கம்', 'என்ற', 'அடுத்த', 'கடந்த']","['పేజీ', 'యొక్క', 'తదుపరి', 'చివరి']","[('பக்கம்', 'NOUN'), ('என்ற', 'NOUN'), ('அடுத்த', 'NOUN'), ('கடந்த', 'NOUN')]","[('పేజీ', 'NOUN'), ('యొక్క', 'NOUN'), ('తదుపరి', 'NOUN'), ('చివరి', 'NOUN')]","[('பக்கம்', 'O'), ('என்ற', 'O'), ('அடுத்த', 'O'), ('கடந்த', 'O')]","[('పేజీ', 'O'), ('యొక్క', 'O'), ('తదుపరి', 'O'), ('చివరి', 'O')]"
ఇప్పుడు మాకు కాల్,இப்போது எங்களுக்கு அழைப்பு,"['இப்போது', 'எங்களுக்கு', 'அழைப்பு']","['ఇప్పుడు', 'మాకు', 'కాల్']","[('இப்போது', 'NOUN'), ('எங்களுக்கு', 'NOUN'), ('அழைப்பு', 'NOUN')]","[('ఇప్పుడు', 'NOUN'), ('మాకు', 'NOUN'), ('కాల్', 'NOUN')]","[('இப்போது', 'O'), ('எங்களுக்கு', 'O'), ('அழைப்பு', 'O')]","[('ఇప్పుడు', 'O'), ('మాకు', 'O'), ('కాల్', 'O')]"
నేను ఎంత వేగంగా డబ్బు పొందగలను,நான் எவ்வளவு விரைவாக பணம் பெற முடியும்,"['நான்', 'எவ்வளவு', 'விரைவாக', 'பணம்', 'பெற', 'முடியும்']","['నేను', 'ఎంత', 'వేగంగా', 'డబ్బు', 'పొందగలను']","[('நான்', 'NOUN'), ('எவ்வளவு', 'NOUN'), ('விரைவாக', 'NOUN'), ('பணம்', 'NOUN'), ('பெற', 'NOUN'), ('முடியும்', 'NOUN')]","[('నేను', 'NOUN'), ('ఎంత', 'NOUN'), ('వేగంగా', 'NOUN'), ('డబ్బు', 'NOUN'), ('పొందగలను', 'NOUN')]","[('நான்', 'O'), ('எவ்வளவு', 'O'), ('விரைவாக', 'O'), ('பணம்', 'O'), ('பெற', 'O'), ('முடியும்', 'O')]","[('నేను', 'O'), ('ఎంత', 'O'), ('వేగంగా', 'O'), ('డబ్బు', 'O'), ('పొందగలను', 'O')]"
మనం ఎవరము,நாங்கள் யார்,"['நாங்கள்', 'யார்']","['మనం', 'ఎవరము']","[('நாங்கள்', 'NOUN'), ('யார்', 'NOUN')]","[('మనం', 'VERB'), ('ఎవరము', 'NOUN')]","[('நாங்கள்', 'O'), ('யார்', 'O')]","[('మనం', 'O'), ('ఎవరము', 'O')]"
ప్రజలు ఏమి కాదు,மக்கள் செய்ய முடியாது,"['மக்கள்', 'செய்ய', 'முடியாது']","['ప్రజలు', 'ఏమి', 'కాదు']","[('மக்கள்', 'NOUN'), ('செய்ய', 'NOUN'), ('முடியாது', 'NOUN')]","[('ప్రజలు', 'NOUN'), ('ఏమి', 'NOUN'), ('కాదు', 'NOUN')]","[('மக்கள்', 'O'), ('செய்ய', 'O'), ('முடியாது', 'O')]","[('ప్రజలు', 'O'), ('ఏమి', 'O'), ('కాదు', 'O')]"
మే,மே,['மே'],['మే'],"[('மே', 'NOUN')]","[('మే', 'NOUN')]","[('மே', 'O')]","[('మే', 'O')]"
