Telugu_Tokens,Tamil_Tokens
"['తదుపరి', 'కోసం', 'అదృష్టం']",['நல்வரவு']
"['మిస్లాండోడ్', 'లు', 'కర్ల్', 'ప్రీఫిన్డ్', 'వాల్యూమ్', 'వెంట్రుష్']","['பிசிக்கள்', 'கர்ல்', 'முன்வார்ன்ட்', 'வால்யூம்', 'லீலாஷ்']"
"['ఇది', 'చాలా', 'సులభం', 'మరియు', 'సరళం']","['இது', 'மிகவும்', 'சுலபமானது', 'எளிமையானது']"
"['అందరూ', 'వారి', 'జీవితంలో', 'కొన్ని', 'కోరుకుంటున్నారు']","['எல்லோரும்', 'தங்கள்', 'வாழ்க்கையில்', 'சில', 'விரும்புகிறார்']"
"['గురించి', 'మరింత', 'చదవండి', 'మరియు', 'మేము', 'ఏమి', 'కనిపించడం']","['பற்றி', 'மேலும்', 'படிக்க', 'மற்றும்', 'நாம்', 'என்ன', 'தெரிகிறது']"
"['ఏదైనా', 'ఆలోచనలు', 'ధన్యవాదాలు']","['ஏதாவது', 'யோசனை', 'நன்றி']"
['ఫోన్'],['தொலைபேசி']
"['ఎంతసేపు', 'మీరు', 'ఆ', 'సమస్య', 'ఉందా']","['உங்களுக்கு', 'எவ்வளவு', 'காலம்', 'அந்த', 'பிரச்சினை']"
"['వాయువేగంతో', 'ఓవర్లాకింగ్']","['வலது', 'பாதையில்', 'திடவாக்']"
['ఫోన్'],['தொலைபேசி']
"['అది', 'ప్రేమ']","['அது', 'அன்பு']"
"['మీ', 'షాపింగ్', 'కార్ట్', 'లో', 'అంశాలు', 'కలిగి']","['நீங்கள்', 'உங்கள்', 'வண்டியில்', 'விடயமும்', 'இல்லை']"
"['సహాయం', 'దయచేసి…']","['உதவி', 'செய்யவும்…']"
"['ప్రశ్నలు', 'ఉన్నాయా']","['கேள்விகள்', 'உள்ளனவா']"
['టెల్'],['தொலைபேசி']
['చెప్పారు'],['என்கிறார்']
"['ఏదైనా', 'ప్రశ్నలు', 'ఒక', 'వ్యాఖ్యను', 'దయచేసి']","['எந்த', 'கேள்விகளுக்கும்', 'ஒரு', 'விடுங்கள்']"
"['మీరు', 'ఏవైనా', 'ప్రశ్నలు', 'సంప్రదించండి', 'అవసరం', 'ఉంటే']","['நீங்கள்', 'ஏதேனும்', 'கேள்விகள்', 'கலந்தாலோசிக்க', 'வேண்டும்', 'இருந்தால்']"
['ఫోన్'],['தொலைபேசி']
['అవును'],"['ஏ', 'ஆமாம்']"
"['ఈ', 'వంటి', 'మరిన్ని', 'విషయాలను', 'పొందండి']","['மேலும்', 'இது', 'போன்றவை', 'பொருட்களைப்', 'பெறலாம்']"
"['చాలా', 'మీరు', 'అవుతుంది']","['கூட', 'நீ']"
"['ఎక్కడికి', 'వెళ్ళదలుచుకున్నావు']","['நீங்கள்', 'எங்கே', 'போக', 'வேண்டும்']"
['ఫోన్'],['தொலைபேசி']
['గురించి'],"['என்ன', 'பற்றி']"
"['దయచేసి', 'మెరుగుపరచడానికి', 'మాకు', 'సహాయం', 'చేయండి']","['மேம்படுத்த', 'உதவவும்']"
"['చాలా', 'ధన్యవాదాలు', 'నేను', 'ఆ', 'పరీక్షించడానికి', 'చేస్తాము']","['மிக்க', 'நன்றி', 'நான்', 'அந்த', 'சோதிக்க', 'வேண்டும்']"
"['ఇప్పుడు', 'మాకు', 'కాల్']","['இப்போது', 'எங்களுக்கு', 'அழைப்பு']"
"['మేము', 'లో', 'పూర్తి', 'చేశారు']","['நாம்', 'இல்', 'முடிந்த']"
['టెల్'],['தொலைபேசி']
"['మిస్లేలొడ్', 'లు', 'కర్ల్', 'ఫ్లాట్', 'వెంట్రుష్', 'ఎక్స్టెన్షన్']","['மிஸ்லாடோட்', 'பிசிக்கள்', 'மிமீ', 'டி', 'கர்ல்', 'ஃப்ளாட்', 'கண்ணிஷ்', 'நீட்டிப்பு']"
['ఫోన్'],['தொலைபேசி']
"['మీరు', 'ఇక్కడ', 'ఉన్నారు', 'హోం', 'హోం']","['நீங்கள்', 'இங்கே', 'இருக்கிறீர்கள்', 'முகப்பு', 'முகப்பு']"
['ఫోన్'],['தொலைபேசி']
"['మీరు', 'నేను', 'తెలియదు', 'ఈ', 'కోసం', 'కొన్ని', 'పరిష్కారం', 'కలిగి', 'ఉండవచ్చు']","['நீங்கள்', 'எனக்கு', 'தெரியாது', 'என்பது', 'இதற்கான', 'சில', 'தீர்வு', 'வேண்டும்']"
"['ఇది', 'ఎలా', 'పని', 'చేస్తుంది']","['இது', 'எப்படி', 'வேலை', 'செய்கிறது']"
"['©', 'అన్ని', 'హక్కులూ', 'ప్రత్యేకించుకోవడమైనది', 'సర్వస్వామ్య', 'రక్షితం']","['©', 'அனைத்து', 'உரிமைகளும்', 'பாதுகாக்கப்பட்டவை']"
"['నేను', 'ఈ', 'రోజు', 'మీతో', 'ఉత్తమ', 'రోజును', 'కలిగి', 'ఉన్నాను']","['இன்று', 'உன்னுடைய', 'சிறந்த', 'நாள்', 'எனக்கு', 'இருந்தது']"
"['ఇక్కడ', 'కథ', 'జరుగుతుంది']","['இங்கே', 'கதை', 'செல்கிறது']"
"['మీ', 'సహాయాన్ని', 'మేము', 'మంచి', 'అవుతుంది']","['நாங்கள்', 'உங்கள்', 'உதவியுடன்', 'சிறந்த', 'போவோம்']"
['సంవత్సరాల'],['ஆண்டுகள்']
"['ఉద్యోగులు', 'పనిచేస్తున్నారు']","['ஊழியர்கள்', 'பணியில்', 'உள்ளனர்']"
['ఫోన్'],['தொலைபேசி']
"['వెయ్యి', 'శాతం', 'వావ్', 'అది', 'తదుపరి', 'థింగ్', 'కమింగ్', ""'ఉండాలి""]","['வழங்குநர்கள்', 'சதவீதமா', 'வாவ்', 'ஐடி', 'எங்கள்', 'வழி', ""'அடுத்த"", 'விஷயம்', 'இருக்க', 'வேண்டும்']"
"['కూడా', 'చదవండి', 'ఒక']","['மேலும்', 'வாசிக்க', 'ஒரு', 'பி', 'ஜிபி', 'முன்னாள்']"
"['మేము', 'మీ', 'నుండి', 'వినడానికి', 'ఇష్టపడతాము']","['உங்களிடமிருந்து', 'நாங்கள்', 'கேட்க', 'விரும்புகிறோம்']"
"['కాల్', 'మద్దతు']","['கால்', 'ஆதரவு']"
['మే'],['மே']
"['చిరునామాలు', 'మరియు', 'సంస్థలు', 'గురించి', 'సమీక్షలు']","['நிறுவனங்கள்', 'பற்றி', 'முகவரிகள்', 'மற்றும்', 'விமர்சனங்களை']"
['మే'],['மே']
"['అతను', 'చెప్పే', 'వినండి']","['அவர்', 'சொல்வதைக்', 'கேளுங்கள்']"
['ఫోన్'],['தொலைபேசி']
['చెప్పారు'],['கூறுகிறார்']
"['ఇంకా', 'చదవండి']","['மேலும்', 'படிக்க']"
"['ఒక', 'మంచి', 'ఆలోచన', 'ఉంది']","['அது', 'ஒரு', 'நல்ல', 'யோசனை']"
"['ఎవరైనా', 'ఏదైనా', 'వచ్చింది']","['எவரும்', 'எதையும்', 'கிடைத்தது']"
"['మరింత', 'కంపెనీలు', 'మాతో', 'ఉన్నారు']","['மேலும்', 'நிறுவனங்கள்', 'எங்களுடன்', 'ஏற்கனவே']"
['“ఎందుకు”'],['ஏன்']
"['ప్రతి', 'రవాణా', 'వెంటనే', 'పూర్తి', 'అవుతుంది']","['ஒவ்வொரு', 'கப்பலில்', 'உடனடியாக', 'செய்யப்படும்']"
['కొత్త'],['புதிய']
"['కాల్', 'మద్దతు']","['கால்', 'ஆதரவு']"
"['ప్రస్తుతం', 'శాశ్వత', 'అవకాశాలు', 'లేవు', 'దయచేసి', 'తర్వాత', 'మళ్లీ', 'తనిఖీ', 'చేయండి']","['தற்போது', 'நிரந்தர', 'வாய்ப்புகள்', 'இல்லை', 'பிறகு', 'மீண்டும்', 'சரிபார்க்கவும்']"
"['ఇప్పుడు', 'కాదు']","['தற்போது', 'இல்லை']"
